CampaignId,CampaignName,Date,Device,Cost,Impressions,Clicks,AllConversions,Conversions,CostPerAllConversion,Engagements,VideoQuartile100Rate,VideoQuartile75Rate,VideoQuartile50Rate,VideoQuartile25Rate,VideoViews
17978123450,AK_COL_MAX_PEF_CPC_EST_TV_TCL_Ago22_EXP_AGO,2023-02-19,Computers,23747.15,2465,3,17.16,9.1,1383.77,1489,0,0,0,0,1276
17978123450,AK_COL_MAX_PEF_CPC_EST_TV_TCL_Ago22_EXP_AGO,2023-02-08,Computers,30780.94,3526,8,16.55,6.04,1859.96,1980,0,0,0,0,1691
17978123450,AK_COL_MAX_PEF_CPC_EST_TV_TCL_Ago22_EXP_AGO,2023-02-21,Computers,43391.47,3950,8,13.31,8.54,3259.25,1942,0,0,0,0,1671
17978123450,AK_COL_MAX_PEF_CPC_EST_TV_TCL_Ago22_EXP_AGO,2023-02-13,Computers,46517.04,4907,20,17.97,6.55,2588.54,2596,0,0,0,0,2267
17978123450,AK_COL_MAX_PEF_CPC_EST_TV_TCL_Ago22_EXP_AGO,2023-02-05,Computers,6881.61,1146,3,18.65,12,368.92,509,0,0,0,0,444
17978123450,AK_COL_MAX_PEF_CPC_EST_TV_TCL_Ago22_EXP_AGO,2023-02-18,Computers,23396.14,2208,3,54.38,34.7,430.24,1307,0,0,0,0,1132
17978123450,AK_COL_MAX_PEF_CPC_EST_TV_TCL_Ago22_EXP_AGO,2023-02-14,Computers,33222.58,3363,5,19.27,8.62,1723.85,1873,0,0,0,0,1635
17978123450,AK_COL_MAX_PEF_CPC_EST_TV_TCL_Ago22_EXP_AGO,2023-02-22,Computers,32655.52,3162,13,4.85,2.23,6738.13,1570,0,0,0,0,1334
17978123450,AK_COL_MAX_PEF_CPC_EST_TV_TCL_Ago22_EXP_AGO,2023-02-02,Computers,16712.03,2663,14,16.52,8.25,1011.68,1201,0,0,0,0,1052
17978123450,AK_COL_MAX_PEF_CPC_EST_TV_TCL_Ago22_EXP_AGO,2023-02-15,Computers,26952.12,2855,2,10.29,4.72,2618.81,1501,0,0,0,0,1288
17978123450,AK_COL_MAX_PEF_CPC_EST_TV_TCL_Ago22_EXP_AGO,2023-02-17,Computers,35478.87,3648,9,26.08,14.8,1360.39,2216,0,0,0,0,1938
